step,edge_id,avg_speed,vehicle_count,occupancy,traffic_flow
300,'-E10,20.509278624739455,3,1.1193028291251363,61.52783587421837
300,'-E11,0,0,0.0,0
300,'-E12,18.772372631738723,3,0.8471775939472663,56.31711789521617
300,'-E13,17.40737103639647,4,1.1808339015749996,69.62948414558588
300,'-E15,15.012199980568306,5,1.3806038328012984,75.06099990284153
300,'-E16,18.440300586541547,5,1.036797231486262,92.20150293270774
300,'-E17,19.024433962868567,1,0.4294310039198063,19.024433962868567
300,'-E18,0,0,0.0,0
300,'-E19,0,0,0.0,0
300,'-E2,0,0,0.0,0
300,'-E2.372,15.712568435726888,3,0.7718129274879482,47.13770530718067
300,'-E21,17.789143701968683,3,2.4384260622117555,53.36743110590605
300,'-E211,17.950983803664094,2,0.3206275584055782,35.90196760732819
300,'-E22,20.685593258953304,1,0.7999087680427487,20.685593258953304
300,'-E23,0,0,0.0,0
300,'-E24,0,0,0.0,0
300,'-E25,19.649958395436922,1,0.14827759684380543,19.649958395436922
300,'-E26,0,0,0.0,0
300,'-E27,0,0,0.0,0
300,'-E28,20.96914035914269,1,0.3204091831035598,20.96914035914269
300,'-E29,22.863782834695627,1,0.5608056510118367,22.863782834695627
300,'-E3,20.960542353330506,1,0.1817723775749472,20.960542353330506
300,'-E31,0,0,0.0,0
300,'-E32,0,0,0.0,0
300,'-E33,15.613604245662868,1,0.5386986857050139,15.613604245662868
300,'-E34,20.129986346344577,1,0.48660722199571005,20.129986346344577
300,'-E35,0,0,0.0,0
300,'-E36,16.443331131477585,1,2.1227240896358546,16.443331131477585
300,'-E37,0,0,0.0,0
300,'-E38,13.99448585063054,4,1.0786230672258097,55.97794340252216
300,'-E39,21.040713275409964,1,0.4326511811541751,21.040713275409964
300,'-E4,20.609065158820904,2,1.40811185644335,41.21813031764181
300,'-E40,17.80253826818572,5,0.6145572798588055,89.0126913409286
300,'-E41,21.971106914685404,1,0.6040820523366408,21.971106914685404
300,'-E5,17.596393920149087,1,0.4076217270373093,17.596393920149087
300,'-E7,15.748650869716073,6,0.8255735492577598,94.49190521829644
300,'-E8,19.5786732564099,2,0.9765004176553642,39.1573465128198
300,'-E9,0,0,0.0,0
300,'-E9.302,18.30302649872484,2,0.31686711228717024,36.60605299744968
300,':J10_0,0,0,0.0,0
300,':J10_1,0,0,0.0,0
300,':J10_10,0,0,0.0,0
300,':J10_12,0,0,0.0,0
300,':J10_13,0,0,0.0,0
300,':J10_14,0,0,0.0,0
300,':J10_17,0,0,0.0,0
300,':J10_18,0,0,0.0,0
300,':J10_19,0,0,0.0,0
300,':J10_20,0,0,0.0,0
300,':J10_21,0,0,0.0,0
300,':J10_3,0,0,0.0,0
300,':J10_4,0,0,0.0,0
300,':J10_5,0,0,0.0,0
300,':J10_8,0,0,0.0,0
300,':J10_9,0,0,0.0,0
300,':J11_0,0,0,0.0,0
300,':J11_1,0,0,0.0,0
300,':J11_10,0,0,0.0,0
300,':J11_12,0,0,0.0,0
300,':J11_13,0,0,0.0,0
300,':J11_14,0,0,0.0,0
300,':J11_15,0,0,0.0,0
300,':J11_17,0,0,0.0,0
300,':J11_19,0,0,0.0,0
300,':J11_20,0,0,0.0,0
300,':J11_21,0,0,0.0,0
300,':J11_22,0,0,0.0,0
300,':J11_23,0,0,0.0,0
300,':J11_3,0,0,0.0,0
300,':J11_4,0,0,0.0,0
300,':J11_5,0,0,0.0,0
300,':J11_8,0,0,0.0,0
300,':J11_9,0,0,0.0,0
300,':J12_0,0,0,0.0,0
300,':J12_1,0,0,0.0,0
300,':J12_2,0,0,0.0,0
300,':J12_4,0,0,0.0,0
300,':J12_6,0,0,0.0,0
300,':J12_8,0,0,0.0,0
300,':J12_9,0,0,0.0,0
300,':J13_0,0,0,0.0,0
300,':J13_1,0,0,0.0,0
300,':J13_10,0,0,0.0,0
300,':J13_11,0,0,0.0,0
300,':J13_12,0,0,0.0,0
300,':J13_14,0,0,0.0,0
300,':J13_15,0,0,0.0,0
300,':J13_16,0,0,0.0,0
300,':J13_3,0,0,0.0,0
300,':J13_4,0,0,0.0,0
300,':J13_5,0,0,0.0,0
300,':J13_6,0,0,0.0,0
300,':J13_7,0,0,0.0,0
300,':J13_8,0,0,0.0,0
300,':J14_0,0,0,0.0,0
300,':J14_11,0,0,0.0,0
300,':J14_3,0,0,0.0,0
300,':J14_4,0,0,0.0,0
300,':J14_5,0,0,0.0,0
300,':J14_6,0,0,0.0,0
300,':J14_8,0,0,0.0,0
300,':J18_0,0,0,0.0,0
300,':J18_3,0,0,0.0,0
300,':J19_0,0,0,0.0,0
300,':J19_3,0,0,0.0,0
300,':J1_0,0,0,0.0,0
300,':J1_2,0,0,0.0,0
300,':J20_0,0,0,0.0,0
300,':J20_3,0,0,0.0,0
300,':J22_0,0,0,0.0,0
300,':J22_1,0,0,0.0,0
300,':J22_10,0,0,0.0,0
300,':J22_13,0,0,0.0,0
300,':J22_14,0,0,0.0,0
300,':J22_15,0,0,0.0,0
300,':J22_17,0,0,0.0,0
300,':J22_18,0,0,0.0,0
300,':J22_19,0,0,0.0,0
300,':J22_20,0,0,0.0,0
300,':J22_21,0,0,0.0,0
300,':J22_4,0,0,0.0,0
300,':J22_5,0,0,0.0,0
300,':J22_6,0,0,0.0,0
300,':J22_8,0,0,0.0,0
300,':J22_9,0,0,0.0,0
300,':J23_0,0,0,0.0,0
300,':J23_10,0,0,0.0,0
300,':J23_11,0,0,0.0,0
300,':J23_3,0,0,0.0,0
300,':J23_4,0,0,0.0,0
300,':J23_6,0,0,0.0,0
300,':J23_8,0,0,0.0,0
300,':J25_0,0,0,0.0,0
300,':J25_2,0,0,0.0,0
300,':J25_3,0,0,0.0,0
300,':J25_5,0,0,0.0,0
300,':J25_6,0,0,0.0,0
300,':J25_8,0,0,0.0,0
300,':J25_9,0,0,0.0,0
300,':J26_0,0,0,0.0,0
300,':J26_2,0,0,0.0,0
300,':J27_0,0,0,0.0,0
300,':J27_2,0,0,0.0,0
300,':J2_0,0,0,0.0,0
300,':J2_1,0,0,0.0,0
300,':J2_10,0,0,0.0,0
300,':J2_12,0,0,0.0,0
300,':J2_13,0,0,0.0,0
300,':J2_14,0,0,0.0,0
300,':J2_17,0,0,0.0,0
300,':J2_18,0,0,0.0,0
300,':J2_19,0,0,0.0,0
300,':J2_3,0,0,0.0,0
300,':J2_4,0,0,0.0,0
300,':J2_5,0,0,0.0,0
300,':J2_8,0,0,0.0,0
300,':J2_9,0,0,0.0,0
300,':J30_0,0,0,0.0,0
300,':J30_11,0,0,0.0,0
300,':J30_3,0,0,0.0,0
300,':J30_4,0,0,0.0,0
300,':J30_5,0,0,0.0,0
300,':J30_7,0,0,0.0,0
300,':J30_9,0,0,0.0,0
300,':J31_0,0,0,0.0,0
300,':J31_2,0,0,0.0,0
300,':J31_3,0,0,0.0,0
300,':J31_5,0,0,0.0,0
300,':J31_6,0,0,0.0,0
300,':J31_8,0,0,0.0,0
300,':J31_9,0,0,0.0,0
300,':J32_0,0,0,0.0,0
300,':J32_2,0,0,0.0,0
300,':J32_3,0,0,0.0,0
300,':J32_5,0,0,0.0,0
300,':J32_6,0,0,0.0,0
300,':J32_8,0,0,0.0,0
300,':J32_9,0,0,0.0,0
300,':J33_0,0,0,0.0,0
